% SARTA for CrIS, June 2003 version, Scott Hannon <hannon@umbc.edu>
%
% Error estimates for fast model versus radiance from training transmittance
% 48 regression profiles at 6 angles each
%
% channel number   wavenumber      mean BT(K)      error RMS(K)    error bias(K)   error std(K)
%---------------   -------------   -------------   -------------   -------------   -------------
   2.1000000e+01   6.4750000e+02   2.2435045e+02   8.3454915e-02   3.8044053e-02   7.4408313e-02
   2.2000000e+01   6.4812500e+02   2.2430305e+02   5.8809255e-02   2.0688586e-02   5.5145899e-02
   2.3000000e+01   6.4875000e+02   2.3032407e+02   7.2519356e-02   3.6627804e-02   6.2698570e-02
   2.4000000e+01   6.4937500e+02   2.2849315e+02   8.0008930e-02   3.9842802e-02   6.9503622e-02
   2.5000000e+01   6.5000000e+02   2.2528656e+02   1.0318725e-01   5.1779049e-02   8.9410836e-02
   2.6000000e+01   6.5062500e+02   2.2454951e+02   9.3325363e-02   4.9660959e-02   7.9152805e-02
   2.7000000e+01   6.5125000e+02   2.2150464e+02   9.6547698e-02   4.7318455e-02   8.4303613e-02
   2.8000000e+01   6.5187500e+02   2.2337105e+02   7.9830305e-02   4.3305064e-02   6.7180502e-02
   2.9000000e+01   6.5250000e+02   2.2177573e+02   1.1506067e-01   5.9279935e-02   9.8786295e-02
   3.0000000e+01   6.5312500e+02   2.2221699e+02   9.9637974e-02   5.7591185e-02   8.1449470e-02
   3.1000000e+01   6.5375000e+02   2.2287452e+02   7.5526663e-02   3.6985201e-02   6.5965757e-02
   3.2000000e+01   6.5437500e+02   2.2111474e+02   7.4332606e-02   4.2060808e-02   6.1394728e-02
   3.3000000e+01   6.5500000e+02   2.2353695e+02   8.8334775e-02   4.4555668e-02   7.6407435e-02
   3.4000000e+01   6.5562500e+02   2.2191250e+02   8.1811054e-02   4.5239097e-02   6.8283691e-02
   3.5000000e+01   6.5625000e+02   2.2310070e+02   6.3516999e-02   3.0111034e-02   5.6023502e-02
   3.6000000e+01   6.5687500e+02   2.2303222e+02   6.0858907e-02   3.4850804e-02   4.9979008e-02
   3.7000000e+01   6.5750000e+02   2.2175139e+02   8.5375723e-02   4.0863038e-02   7.5091980e-02
   3.8000000e+01   6.5812500e+02   2.2367319e+02   5.5084900e-02   2.7877472e-02   4.7592621e-02
   3.9000000e+01   6.5875000e+02   2.2164714e+02   8.5979402e-02   3.9804494e-02   7.6343284e-02
   4.0000000e+01   6.5937500e+02   2.2291263e+02   7.4404872e-02   4.2891664e-02   6.0903773e-02
   4.1000000e+01   6.6000000e+02   2.2235870e+02   6.5114976e-02   3.1093713e-02   5.7310957e-02
   4.2000000e+01   6.6062500e+02   2.2130529e+02   6.5403334e-02   3.9763819e-02   5.2017593e-02
   4.3000000e+01   6.6125000e+02   2.2279738e+02   6.3666835e-02   2.9795571e-02   5.6362399e-02
   4.4000000e+01   6.6187500e+02   2.2323589e+02   6.9490146e-02   3.4477550e-02   6.0438916e-02
   4.5000000e+01   6.6250000e+02   2.2987335e+02   6.9609803e-02   2.5910479e-02   6.4720289e-02
   4.6000000e+01   6.6312500e+02   2.2996536e+02   7.6127901e-02   4.0820787e-02   6.4370085e-02
   4.7000000e+01   6.6375000e+02   2.2539422e+02   1.0918867e-01   5.5683296e-02   9.4086519e-02
   4.8000000e+01   6.6437500e+02   2.2523333e+02   6.7209459e-02   3.4963753e-02   5.7498929e-02
   4.9000000e+01   6.6500000e+02   2.2546244e+02   7.9402543e-02   3.7258699e-02   7.0240188e-02
   5.0000000e+01   6.6562500e+02   2.2330634e+02   5.9917329e-02   2.9110472e-02   5.2461634e-02
   5.1000000e+01   6.6625000e+02   2.2116284e+02   6.9148732e-02   3.2189920e-02   6.1305842e-02
   5.2000000e+01   6.6687500e+02   2.2718073e+02   7.2247756e-02   4.2541527e-02   5.8496480e-02
   5.3000000e+01   6.6750000e+02   2.4060534e+02   7.8480313e-02   4.3502031e-02   6.5433932e-02
   5.4000000e+01   6.6812500e+02   2.4581203e+02   6.2850584e-02   3.4247502e-02   5.2791870e-02
   5.5000000e+01   6.6875000e+02   2.4134701e+02   1.0903485e-01   4.2503767e-02   1.0058408e-01
   5.6000000e+01   6.6937500e+02   2.3562462e+02   8.3553369e-02   4.8644368e-02   6.8051236e-02
   5.7000000e+01   6.7000000e+02   2.2943360e+02   1.0652202e-01   4.6536546e-02   9.5985842e-02
   5.8000000e+01   6.7062500e+02   2.2457635e+02   1.2290867e-01   6.5771542e-02   1.0401061e-01
   5.9000000e+01   6.7125000e+02   2.2553106e+02   8.9541138e-02   4.2712954e-02   7.8833990e-02
   6.0000000e+01   6.7187500e+02   2.2303668e+02   6.0335121e-02   2.7770691e-02   5.3657361e-02
   6.1000000e+01   6.7250000e+02   2.2402894e+02   7.5328237e-02   3.3635926e-02   6.7518863e-02
   6.2000000e+01   6.7312500e+02   2.2511814e+02   5.1943644e-02   2.5304572e-02   4.5442172e-02
   6.3000000e+01   6.7375000e+02   2.2245347e+02   8.5905657e-02   4.0432098e-02   7.5927893e-02
   6.4000000e+01   6.7437500e+02   2.2497274e+02   5.3667109e-02   2.6053105e-02   4.7000688e-02
   6.5000000e+01   6.7500000e+02   2.2264754e+02   7.3599584e-02   3.1819061e-02   6.6481521e-02
   6.6000000e+01   6.7562500e+02   2.2343699e+02   6.6346248e-02   3.4548355e-02   5.6739883e-02
   6.7000000e+01   6.7625000e+02   2.2467087e+02   8.3955204e-02   4.0384092e-02   7.3732477e-02
   6.8000000e+01   6.7687500e+02   2.2179780e+02   8.7924311e-02   4.9861983e-02   7.2544749e-02
   6.9000000e+01   6.7750000e+02   2.2491081e+02   7.9607864e-02   3.6535324e-02   7.0852048e-02
   7.0000000e+01   6.7812500e+02   2.2305390e+02   8.2212529e-02   4.3948977e-02   6.9600341e-02
   7.1000000e+01   6.7875000e+02   2.2349773e+02   6.4892054e-02   2.7692389e-02   5.8788695e-02
   7.2000000e+01   6.7937500e+02   2.2530644e+02   6.0407315e-02   3.3931673e-02   5.0063838e-02
   7.3000000e+01   6.8000000e+02   2.2202329e+02   1.0672825e-01   5.3148450e-02   9.2714662e-02
   7.4000000e+01   6.8062500e+02   2.2460230e+02   7.2849138e-02   4.1034526e-02   6.0297502e-02
   7.5000000e+01   6.8125000e+02   2.2284027e+02   1.1552032e-01   6.0481839e-02   9.8593328e-02
   7.6000000e+01   6.8187500e+02   2.2223429e+02   7.3266811e-02   4.0547262e-02   6.1130357e-02
   7.7000000e+01   6.8250000e+02   2.2428213e+02   1.0475149e-01   5.5441413e-02   8.9031722e-02
   7.8000000e+01   6.8312500e+02   2.2092620e+02   8.1264831e-02   4.4608980e-02   6.8044753e-02
   7.9000000e+01   6.8375000e+02   2.2352275e+02   8.6421619e-02   4.1996428e-02   7.5662899e-02
   8.0000000e+01   6.8437500e+02   2.2278040e+02   1.0478178e-01   5.4815866e-02   8.9455167e-02
   8.1000000e+01   6.8500000e+02   2.2104283e+02   1.2434234e-01   6.7714641e-02   1.0446836e-01
   8.2000000e+01   6.8562500e+02   2.2335343e+02   6.7270230e-02   3.6445520e-02   5.6640510e-02
   8.3000000e+01   6.8625000e+02   2.2036827e+02   9.7846151e-02   5.5136613e-02   8.0972768e-02
   8.4000000e+01   6.8687500e+02   2.2186234e+02   7.9816067e-02   3.9422657e-02   6.9521513e-02
   8.5000000e+01   6.8750000e+02   2.2176525e+02   9.3772573e-02   5.4107645e-02   7.6720897e-02
   8.6000000e+01   6.8812500e+02   2.1995384e+02   9.4254092e-02   4.6990935e-02   8.1847090e-02
   8.7000000e+01   6.8875000e+02   2.2390541e+02   7.3476222e-02   2.8361635e-02   6.7899787e-02
   8.8000000e+01   6.8937500e+02   2.2225015e+02   7.7736089e-02   2.7700420e-02   7.2759659e-02
   8.9000000e+01   6.9000000e+02   2.2161920e+02   6.3514845e-02   2.7156948e-02   5.7516278e-02
   9.0000000e+01   6.9062500e+02   2.2184622e+02   5.3976680e-02   2.3416526e-02   4.8717443e-02
   9.1000000e+01   6.9125000e+02   2.1934940e+02   6.8783723e-02   3.3993616e-02   5.9900695e-02
   9.2000000e+01   6.9187500e+02   2.2164012e+02   5.4676362e-02   2.8523468e-02   4.6727913e-02
   9.3000000e+01   6.9250000e+02   2.2069498e+02   4.5679401e-02   1.3653368e-02   4.3667083e-02
   9.4000000e+01   6.9312500e+02   2.1950179e+02   4.6026976e-02   2.3726714e-02   3.9508803e-02
   9.5000000e+01   6.9375000e+02   2.2045004e+02   5.0967582e-02   1.7928740e-02   4.7793158e-02
   9.6000000e+01   6.9437500e+02   2.1872714e+02   4.1694925e-02   1.9785867e-02   3.6765195e-02
   9.7000000e+01   6.9500000e+02   2.1991138e+02   4.8313728e-02   1.6782425e-02   4.5384120e-02
   9.8000000e+01   6.9562500e+02   2.2027348e+02   3.2543819e-02   1.1210181e-02   3.0605300e-02
   9.9000000e+01   6.9625000e+02   2.1922665e+02   4.9248273e-02   2.2296551e-02   4.3988349e-02
   1.0000000e+02   6.9687500e+02   2.2022047e+02   2.7165118e-02   1.0879497e-02   2.4934694e-02
   1.0100000e+02   6.9750000e+02   2.1984433e+02   4.6473592e-02   2.1840776e-02   4.1093047e-02
   1.0200000e+02   6.9812500e+02   2.1943893e+02   2.5712506e-02   7.5187336e-03   2.4631449e-02
   1.0300000e+02   6.9875000e+02   2.1999905e+02   3.7341759e-02   4.9610227e-03   3.7075167e-02
   1.0400000e+02   6.9937500e+02   2.1996587e+02   3.2433705e-02   3.1937140e-03   3.2332262e-02
   1.0500000e+02   7.0000000e+02   2.1990437e+02   2.8599105e-02  -1.6942341e-03   2.8598570e-02
   1.0600000e+02   7.0062500e+02   2.2047625e+02   2.7705398e-02  -1.0272873e-04   2.7753433e-02
   1.0700000e+02   7.0125000e+02   2.2064574e+02   3.6737171e-02   2.4045814e-03   3.6722201e-02
   1.0800000e+02   7.0187500e+02   2.2077744e+02   3.1998842e-02   8.5220515e-04   3.2043171e-02
   1.0900000e+02   7.0250000e+02   2.2144990e+02   3.7807028e-02  -6.0134806e-03   3.7390691e-02
   1.1000000e+02   7.0312500e+02   2.2196570e+02   2.7287385e-02  -3.1528067e-03   2.7151814e-02
   1.1100000e+02   7.0375000e+02   2.2313175e+02   6.2555507e-02   1.0057002e-02   6.1849257e-02
   1.1200000e+02   7.0437500e+02   2.2368097e+02   5.2394053e-02   5.6407376e-04   5.2482210e-02
   1.1300000e+02   7.0500000e+02   2.2346150e+02   5.3723029e-02   1.1600024e-02   5.2547033e-02
   1.1400000e+02   7.0562500e+02   2.2472303e+02   5.3605910e-02   6.5000565e-03   5.3302984e-02
   1.1500000e+02   7.0625000e+02   2.2532926e+02   4.8782256e-02   1.0181497e-02   4.7790963e-02
   1.1600000e+02   7.0687500e+02   2.2536174e+02   4.5433065e-02   9.2447945e-04   4.5502725e-02
   1.1700000e+02   7.0750000e+02   2.2647520e+02   5.2299435e-02   1.0593267e-02   5.1304512e-02
   1.1800000e+02   7.0812500e+02   2.2662321e+02   6.3873970e-02   8.8383154e-03   6.3369644e-02
   1.1900000e+02   7.0875000e+02   2.2692360e+02   6.3801493e-02  -2.1423470e-04   6.3912189e-02
   1.2000000e+02   7.0937500e+02   2.2853819e+02   5.1468818e-02  -1.9243136e-03   5.1522359e-02
   1.2100000e+02   7.1000000e+02   2.2879325e+02   7.2669073e-02  -3.8897902e-02   6.1488824e-02
   1.2200000e+02   7.1062500e+02   2.2967100e+02   6.0379855e-02   1.7591128e-02   5.7861073e-02
   1.2300000e+02   7.1125000e+02   2.3063788e+02   5.9302281e-02   7.5777923e-03   5.8918512e-02
   1.2400000e+02   7.1187500e+02   2.3047225e+02   6.3229394e-02   1.6421052e-02   6.1166133e-02
   1.2500000e+02   7.1250000e+02   2.3346481e+02   7.2581282e-02   2.4641407e-02   6.8389206e-02
   1.2600000e+02   7.1312500e+02   2.3282342e+02   7.8759514e-02   2.5479050e-02   7.4654072e-02
   1.2700000e+02   7.1375000e+02   2.3305460e+02   8.6732479e-02   4.2123200e-02   7.5948584e-02
   1.2800000e+02   7.1437500e+02   2.3657097e+02   6.3023200e-02   6.3141034e-03   6.2815256e-02
   1.2900000e+02   7.1500000e+02   2.3409423e+02   9.0112398e-02  -4.4250335e-03   9.0160350e-02
   1.3000000e+02   7.1562500e+02   2.3757943e+02   9.2427393e-02  -5.3130498e-05   9.2588261e-02
   1.3100000e+02   7.1625000e+02   2.3821240e+02   8.0385272e-02   1.4074618e-02   7.9281283e-02
   1.3200000e+02   7.1687500e+02   2.3519219e+02   1.4721760e-01   5.0206281e-02   1.3863292e-01
   1.3300000e+02   7.1750000e+02   2.3839362e+02   8.9281253e-02   1.7967446e-02   8.7606862e-02
   1.3400000e+02   7.1812500e+02   2.3351156e+02   9.0435067e-02   8.7319802e-04   9.0588259e-02
   1.3500000e+02   7.1875000e+02   2.2591669e+02   6.7273641e-02  -1.6091060e-02   6.5434605e-02
   1.3600000e+02   7.1937500e+02   2.2305300e+02   7.2834435e-02   2.8679169e-03   7.2904630e-02
   1.3700000e+02   7.2000000e+02   2.2512102e+02   6.3113596e-02  -8.5350467e-04   6.3217673e-02
   1.3800000e+02   7.2062500e+02   2.2793920e+02   5.2151462e-02   2.3213568e-03   5.2190460e-02
   1.3900000e+02   7.2125000e+02   2.3112474e+02   5.9169161e-02  -1.8106748e-02   5.6428640e-02
   1.4000000e+02   7.2187500e+02   2.3907158e+02   6.0442543e-02   9.6255803e-04   6.0540074e-02
   1.4100000e+02   7.2250000e+02   2.4424380e+02   9.2197849e-02  -1.3894490e-02   9.1303517e-02
   1.4200000e+02   7.2312500e+02   2.4634577e+02   9.1763114e-02   1.5389182e-02   9.0620950e-02
   1.4300000e+02   7.2375000e+02   2.4360376e+02   8.2606014e-02  -1.0773319e-02   8.2043043e-02
   1.4400000e+02   7.2437500e+02   2.4748022e+02   5.7446793e-02   1.0638447e-02   5.6551409e-02
   1.4500000e+02   7.2500000e+02   2.4683328e+02   1.0628329e-01  -9.6923878e-03   1.0602465e-01
   1.4600000e+02   7.2562500e+02   2.4410355e+02   1.1470882e-01  -6.0191625e-03   1.1475018e-01
   1.4700000e+02   7.2625000e+02   2.4747078e+02   4.3793911e-02  -7.6269509e-04   4.3863487e-02
   1.4800000e+02   7.2687500e+02   2.4215759e+02   4.1172890e-02   4.4570490e-03   4.1002184e-02
   1.4900000e+02   7.2750000e+02   2.4467670e+02   4.0526630e-02  -9.6799175e-03   3.9422115e-02
   1.5000000e+02   7.2812500e+02   2.4355824e+02   6.2893772e-02  -4.7001959e-03   6.2827067e-02
   1.5100000e+02   7.2875000e+02   2.3878124e+02   7.0479338e-02   6.7982905e-03   7.0272805e-02
   1.5200000e+02   7.2937500e+02   2.4121232e+02   1.0224525e-01   1.6869913e-02   1.0101946e-01
   1.5300000e+02   7.3000000e+02   2.3782349e+02   1.6788787e-01  -1.4532240e-02   1.6754887e-01
   1.5400000e+02   7.3062500e+02   2.4033663e+02   1.9866536e-01  -1.1394006e-01   1.6302721e-01
   1.5500000e+02   7.3125000e+02   2.4031333e+02   7.1279473e-02   1.2535474e-02   7.0290687e-02
   1.5600000e+02   7.3187500e+02   2.4030544e+02   5.2027657e-02   1.5618346e-02   4.9714445e-02
   1.5700000e+02   7.3250000e+02   2.4437507e+02   4.2185892e-02  -8.5704261e-03   4.1378040e-02
   1.5800000e+02   7.3312500e+02   2.4051449e+02   6.5610111e-02   9.9780431e-03   6.4959814e-02
   1.5900000e+02   7.3375000e+02   2.4399201e+02   3.8042395e-02   2.9799629e-03   3.7991516e-02
   1.6000000e+02   7.3437500e+02   2.4270008e+02   5.9292807e-02  -1.3988438e-02   5.7719393e-02
   1.6100000e+02   7.3500000e+02   2.4182432e+02   5.5628786e-02   4.2767519e-03   5.5560687e-02
   1.6200000e+02   7.3562500e+02   2.4493911e+02   6.6296429e-02   2.0849788e-02   6.3042069e-02
   1.6300000e+02   7.3625000e+02   2.4071460e+02   6.2167363e-02   1.2659323e-02   6.0970734e-02
   1.6400000e+02   7.3687500e+02   2.4419920e+02   6.0569823e-02   1.4731243e-02   5.8853383e-02
   1.6500000e+02   7.3750000e+02   2.4296204e+02   6.8442239e-02   3.2919333e-03   6.8482021e-02
   1.6600000e+02   7.3812500e+02   2.4433664e+02   5.2022279e-02   1.6410639e-02   4.9451994e-02
   1.6700000e+02   7.3875000e+02   2.4610499e+02   4.3669340e-02   9.8021589e-04   4.3734331e-02
   1.6800000e+02   7.3937500e+02   2.4289806e+02   5.5702810e-02   8.2958986e-03   5.5177464e-02
   1.6900000e+02   7.4000000e+02   2.4513190e+02   5.8148431e-02   1.4782171e-02   5.6336023e-02
   1.7000000e+02   7.4062500e+02   2.3840835e+02   9.3244435e-02   1.2730011e-02   9.2532163e-02
   1.7100000e+02   7.4125000e+02   2.3350374e+02   1.4675404e-01   7.9026544e-04   1.4700735e-01
   1.7200000e+02   7.4187500e+02   2.3749992e+02   1.9527600e-01   8.0779393e-03   1.9544846e-01
   1.7300000e+02   7.4250000e+02   2.4522926e+02   1.2623202e-01   4.2472601e-02   1.1907912e-01
   1.7400000e+02   7.4312500e+02   2.5129658e+02   5.4908695e-02   1.2331651e-02   5.3599164e-02
   1.7500000e+02   7.4375000e+02   2.4746967e+02   1.2759500e-01   4.0841660e-02   1.2109235e-01
   1.7600000e+02   7.4437500e+02   2.4953745e+02   1.1102766e-01   1.8740968e-02   1.0962502e-01
   1.7700000e+02   7.4500000e+02   2.4910927e+02   7.2297873e-02   1.1692967e-02   7.1470225e-02
   1.7800000e+02   7.4562500e+02   2.5166430e+02   6.3015330e-02   8.6202325e-03   6.2531596e-02
   1.7900000e+02   7.4625000e+02   2.5549829e+02   4.2564379e-02  -1.0659382e-03   4.2625096e-02
   1.8000000e+02   7.4687500e+02   2.5217945e+02   5.4691248e-02  -3.8060049e-04   5.4785120e-02
   1.8100000e+02   7.4750000e+02   2.5638528e+02   5.3073504e-02  -1.5132726e-02   5.0958946e-02
   1.8200000e+02   7.4812500e+02   2.5320480e+02   7.4670664e-02   7.2245658e-03   7.4449711e-02
   1.8300000e+02   7.4875000e+02   2.5519201e+02   7.1246035e-02   2.9998394e-03   7.1306757e-02
   1.8400000e+02   7.4937500e+02   2.5661752e+02   7.4710471e-02   1.7838374e-03   7.4819179e-02
   1.8500000e+02   7.5000000e+02   2.5453923e+02   8.1132845e-02   2.1755435e-02   7.8297676e-02
   1.8600000e+02   7.5062500e+02   2.5782030e+02   6.3953305e-02   2.1957170e-02   6.0170417e-02
   1.8700000e+02   7.5125000e+02   2.5565012e+02   6.4938429e-02  -1.6589140e-03   6.5030234e-02
   1.8800000e+02   7.5187500e+02   2.5801486e+02   5.5095375e-02  -5.9386489e-03   5.4869724e-02
   1.8900000e+02   7.5250000e+02   2.5732719e+02   6.2408768e-02  -1.6635262e-03   6.2495186e-02
   1.9000000e+02   7.5312500e+02   2.5767082e+02   5.0343796e-02  -1.7681481e-04   5.0431116e-02
   1.9100000e+02   7.5375000e+02   2.5841879e+02   5.1469312e-02  -2.7738470e-03   5.1483971e-02
   1.9200000e+02   7.5437500e+02   2.5501019e+02   7.9118720e-02  -4.4180172e-03   7.9132775e-02
   1.9300000e+02   7.5500000e+02   2.5940001e+02   5.6783383e-02  -3.5718233e-03   5.6769577e-02
   1.9400000e+02   7.5562500e+02   2.5977014e+02   5.5647566e-02  -2.5407019e-03   5.5686297e-02
   1.9500000e+02   7.5625000e+02   2.6125682e+02   5.5020064e-02  -7.1531326e-03   5.4648052e-02
   1.9600000e+02   7.5687500e+02   2.6196907e+02   4.9631513e-02  -2.7431962e-03   4.9641904e-02
   1.9700000e+02   7.5750000e+02   2.6111264e+02   6.6791432e-02  -5.8281836e-03   6.6652481e-02
   1.9800000e+02   7.5812500e+02   2.6464376e+02   4.5469241e-02  -4.5720339e-03   4.5317538e-02
   1.9900000e+02   7.5875000e+02   2.6381968e+02   4.8230046e-02  -4.0481832e-03   4.8143509e-02
   2.0000000e+02   7.5937500e+02   2.6551811e+02   3.5619269e-02   1.7198850e-03   3.5639650e-02
   2.0100000e+02   7.6000000e+02   2.6513898e+02   4.6409072e-02  -3.1447455e-03   4.6382999e-02
   2.0200000e+02   7.6062500e+02   2.6494764e+02   4.8279555e-02  -7.8140847e-04   4.8357258e-02
   2.0300000e+02   7.6125000e+02   2.6647564e+02   3.4813124e-02  -3.0464223e-03   3.4739940e-02
   2.0400000e+02   7.6187500e+02   2.6560095e+02   5.2849384e-02   8.7619278e-03   5.2208719e-02
   2.0500000e+02   7.6250000e+02   2.6718897e+02   3.0415989e-02  -4.1297747e-03   3.0186775e-02
   2.0600000e+02   7.6312500e+02   2.6650610e+02   4.2867908e-02  -8.3077361e-03   4.2128394e-02
   2.0700000e+02   7.6375000e+02   2.6707828e+02   3.1234925e-02  -3.5809215e-03   3.1082990e-02
   2.0800000e+02   7.6437500e+02   2.6733817e+02   3.1068121e-02   7.1315123e-04   3.1114000e-02
   2.0900000e+02   7.6500000e+02   2.6716230e+02   3.8778816e-02  -7.1401453e-03   3.8182155e-02
   2.1000000e+02   7.6562500e+02   2.6831978e+02   2.1440429e-02   3.5015185e-03   2.1189392e-02
   2.1100000e+02   7.6625000e+02   2.6773543e+02   2.3634099e-02  -3.9313381e-03   2.3345398e-02
   2.1200000e+02   7.6687500e+02   2.6806291e+02   1.9622722e-02  -1.9349306e-04   1.9655923e-02
   2.1300000e+02   7.6750000e+02   2.6787517e+02   2.9491867e-02  -2.8598579e-03   2.9403971e-02
   2.1400000e+02   7.6812500e+02   2.6769111e+02   2.1132604e-02   1.2608267e-03   2.1131677e-02
   2.1500000e+02   7.6875000e+02   2.6647225e+02   1.8539404e-02  -1.7125424e-03   1.8492271e-02
   2.1600000e+02   7.6937500e+02   2.6608198e+02   1.5139222e-02  -1.6104158e-03   1.5079528e-02
   2.1700000e+02   7.7000000e+02   2.6673469e+02   1.6837751e-02  -9.1694065e-04   1.6842031e-02
   2.1800000e+02   7.7062500e+02   2.6766187e+02   1.5367461e-02  -8.3455189e-05   1.5393983e-02
   2.1900000e+02   7.7125000e+02   2.6848459e+02   1.3894579e-02  -3.0528664e-03   1.3578643e-02
   2.2000000e+02   7.7187500e+02   2.6906146e+02   2.2230478e-02   1.3889817e-02   1.7387261e-02
   2.2100000e+02   7.7250000e+02   2.6928811e+02   1.7076558e-02  -9.9222181e-03   1.3922336e-02
   2.2200000e+02   7.7312500e+02   2.6940317e+02   2.3569265e-02   1.4927379e-02   1.8271365e-02
   2.2300000e+02   7.7375000e+02   2.6941820e+02   1.4666420e-02  -6.9477745e-03   1.2938841e-02
   2.2400000e+02   7.7437500e+02   2.6904378e+02   1.0521362e-02   1.2893029e-03   1.0460243e-02
   2.2500000e+02   7.7500000e+02   2.6774853e+02   9.7497935e-03  -5.3956608e-04   9.7517968e-03
   2.2600000e+02   7.7562500e+02   2.6604259e+02   1.5369039e-02   4.6242834e-04   1.5388820e-02
   2.2700000e+02   7.7625000e+02   2.6658262e+02   1.1634029e-02  -6.3894511e-04   1.1636690e-02
   2.2800000e+02   7.7687500e+02   2.6506898e+02   1.4977132e-02  -1.7762810e-03   1.4897312e-02
   2.2900000e+02   7.7750000e+02   2.6674196e+02   1.1107026e-02  -1.3391622e-03   1.1045192e-02
   2.3000000e+02   7.7812500e+02   2.6913156e+02   9.8371901e-03   2.3093581e-03   9.5789232e-03
   2.3100000e+02   7.7875000e+02   2.6807478e+02   9.6553661e-03  -1.1009355e-03   9.6090917e-03
   2.3200000e+02   7.7937500e+02   2.6735055e+02   9.9586545e-03  -6.0682492e-05   9.9758038e-03
   2.3300000e+02   7.8000000e+02   2.6904374e+02   5.2642835e-03  -7.9264769e-04   5.2133254e-03
   2.3400000e+02   7.8062500e+02   2.6978615e+02   1.4268922e-02   8.5449429e-03   1.1447318e-02
   2.3500000e+02   7.8125000e+02   2.7004447e+02   1.0103902e-02  -7.4168058e-03   6.8734170e-03
   2.3600000e+02   7.8187500e+02   2.6977735e+02   1.4269646e-02  -2.3236508e-03   1.4103691e-02
   2.3700000e+02   7.8250000e+02   2.6983776e+02   8.9979838e-03  -3.5825284e-03   8.2684090e-03
   2.3800000e+02   7.8312500e+02   2.6951450e+02   8.4402954e-03   1.9539197e-03   8.2253085e-03
   2.3900000e+02   7.8375000e+02   2.6697044e+02   1.1040915e-02  -1.7409723e-03   1.0921768e-02
   2.4000000e+02   7.8437500e+02   2.6347992e+02   1.5028937e-02  -3.6891448e-03   1.4594476e-02
   2.4100000e+02   7.8500000e+02   2.6584095e+02   1.3565703e-02  -2.7964135e-03   1.3297456e-02
   2.4200000e+02   7.8562500e+02   2.6933698e+02   8.1963559e-03   2.7044072e-03   7.7508081e-03
   2.4300000e+02   7.8625000e+02   2.7014368e+02   5.7501261e-03  -2.0587071e-03   5.3783003e-03
   2.4400000e+02   7.8687500e+02   2.7025774e+02   2.2332328e-02   1.3733610e-02   1.7640902e-02
   2.4500000e+02   7.8750000e+02   2.7045514e+02   2.9435839e-03  -1.4766913e-03   2.5508159e-03
   2.4600000e+02   7.8812500e+02   2.7048850e+02   9.7741649e-03   6.4687609e-03   7.3400615e-03
   2.4700000e+02   7.8875000e+02   2.7052278e+02   7.6005707e-03  -6.0896760e-03   4.5559403e-03
